Date,Open,High,Low,Close,Adj Close,Volume
2006-05-09,78.862335,79.627151,78.785851,79.569794,50.593628,4260149
2006-05-10,79.254303,79.665390,78.967499,79.254303,50.393036,3588198
2006-05-11,79.015297,79.435944,78.824089,78.833649,50.125553,5517127
2006-05-12,78.843208,80.009560,78.680687,78.766731,50.083012,5947242
2006-05-15,78.202675,79.493309,78.202675,79.244743,50.386944,6042114
2006-05-16,79.349907,79.588913,78.460800,78.546844,49.943188,4659721
2006-05-17,78.154877,78.594643,77.456978,77.695984,49.402184,6209056
2006-05-18,76.959846,77.772469,76.510513,77.112808,49.031364,5694006
2006-05-19,77.304016,77.437859,76.013382,76.749519,48.800381,7341979
2006-05-22,76.319313,76.806885,75.908218,76.500954,48.642334,6538441
2006-05-23,76.720840,77.724663,76.137665,76.319313,48.526848,5236694
2006-05-24,75.860420,76.520073,75.583176,76.271507,48.496445,7729522
2006-05-25,76.376671,76.653923,76.147224,76.615677,48.715282,4178770
2006-05-26,76.634796,77.304016,76.195030,77.198853,49.086098,3745517
2006-05-30,76.816444,77.399620,76.625237,76.634796,48.727451,5281359
2006-05-31,76.625237,77.275337,76.108986,76.386230,48.569382,6678605
2006-06-01,76.376671,77.313576,76.300194,77.141495,49.049610,5090359
2006-06-02,76.959846,77.017204,75.669212,76.022942,48.338371,7564986
2006-06-05,75.621414,76.520073,75.535370,75.583176,48.058781,5811367
2006-06-06,75.583176,76.386230,75.047798,76.252388,48.484310,7584128
2006-06-07,76.271507,77.189293,75.640533,75.669212,48.113487,8289341
2006-06-08,75.095604,76.080307,73.374763,73.642448,46.824795,14094222
2006-06-09,73.843208,74.665390,73.661568,74.216064,47.189537,6417628
2006-06-12,74.216064,74.655830,73.623329,73.632889,46.818722,5151445
2006-06-13,73.747612,74.502869,73.441681,73.546844,46.764004,7713309
2006-06-14,73.546844,74.426384,73.546844,74.292542,47.238140,6316376
2006-06-15,74.426384,75.315491,73.565964,75.105164,47.754841,6986652
2006-06-16,74.990440,75.076485,74.158699,74.521988,47.384037,8507641
2006-06-19,74.474190,74.856598,73.938812,74.254303,47.213821,5545997
2006-06-20,74.416824,74.856598,73.852776,74.560226,47.408360,6406227
2006-06-21,74.560226,75.105164,74.550667,74.856598,47.596771,5814819
2006-06-22,74.722755,74.923515,73.613770,73.795410,46.922035,5819630
2006-06-23,73.757172,74.416824,73.556404,73.709366,46.867340,4728548
2006-06-26,73.652008,74.110901,73.422562,73.757172,46.897736,3606608
2006-06-27,73.919693,74.187378,72.963669,73.260040,46.581642,5854253
2006-06-28,73.164436,73.231361,72.715103,73.193115,46.539097,4594137
2006-06-29,73.508606,74.378586,73.193115,74.177818,47.165195,5699549
2006-06-30,74.282982,74.502869,73.413002,73.441681,46.697136,8275638
2006-07-03,74.130020,74.827919,73.871895,74.588913,47.426601,3323456
2006-07-05,74.569794,74.942642,74.110901,74.349907,47.274624,4233999
2006-07-06,74.177818,75.076485,74.158699,74.655830,47.469139,4532423
2006-07-07,74.655830,74.655830,72.772469,73.059273,46.453987,6947114
2006-07-10,72.829826,73.451241,72.533463,73.298279,46.605946,7483816
2006-07-11,72.896751,73.279160,72.122368,73.107079,46.484394,6366479
2006-07-12,72.724663,72.944550,71.529640,72.160614,45.882584,8757217
2006-07-13,71.711281,71.969406,70.583176,70.975143,45.128822,9157416
2006-07-14,70.975143,71.032501,70.143402,70.334610,44.721546,7277859
2006-07-17,70.124283,70.688339,69.980881,70.458893,44.800568,7136544
2006-07-18,70.458893,71.147224,69.531548,70.994263,45.140968,9066205
2006-07-19,72.657745,73.671127,72.657745,72.724663,46.241230,15205597
2006-07-20,72.399620,72.543022,71.892921,72.160614,45.882584,12776785
2006-07-21,72.170174,72.179733,71.223709,71.567879,45.505703,8757635
2006-07-24,71.625237,72.801147,71.625237,72.648186,46.192585,5869315
2006-07-25,72.648186,73.049713,71.998085,72.552582,46.131809,5836994
2006-07-26,72.160614,72.944550,72.045891,72.495216,46.095325,4048125
2006-07-27,72.495216,73.891014,72.418739,72.801147,46.289852,6735299
2006-07-28,73.021034,73.900574,72.906311,73.575523,46.782223,4357322
2006-07-31,73.078392,74.091782,72.801147,74.005737,47.055801,5629363
2006-08-01,73.279160,73.977058,72.418739,72.791588,46.283779,4609408
2006-08-02,72.858505,73.546844,72.848946,72.963669,46.393192,3434855
2006-08-03,72.657745,73.355644,72.084129,72.973228,46.399277,2893027
2006-08-04,73.279160,73.393883,72.007645,72.571701,46.143967,5295270
2006-08-07,72.304016,72.848946,71.969406,72.198853,45.906891,4048229
2006-08-08,72.304016,72.906311,71.806885,72.017204,45.974014,3969256
2006-08-09,72.237091,72.925430,72.074570,72.074570,46.010662,4686498
2006-08-10,71.892921,72.734222,71.749519,72.409180,46.224258,3361426
2006-08-11,72.026772,72.447418,71.892921,72.160614,46.065575,3865807
2006-08-14,72.705544,74.082214,72.275337,73.307838,46.797947,5227280
2006-08-15,73.518166,73.747612,72.954109,73.690247,47.042072,6260728
2006-08-16,74.072655,75.793503,73.948372,75.611855,48.268749,7726279
2006-08-17,75.458893,76.061188,75.076485,75.879539,48.439640,5790028
2006-08-18,75.889099,76.453156,75.172081,76.386230,48.763096,5647563
2006-08-21,76.013382,76.367111,75.401527,75.793503,48.384739,3845619
2006-08-22,75.793503,76.051628,75.152962,75.478012,48.183311,4243831
2006-08-23,75.478012,75.975143,74.971321,75.210327,48.012444,3583282
2006-08-24,75.430206,76.003822,75.401527,75.889099,48.445736,3633072
2006-08-25,75.717018,76.481834,75.659653,76.367111,48.750889,3585060
2006-08-28,76.395790,76.931168,76.252388,76.787766,49.019436,5501332
2006-08-29,76.539200,77.896751,76.539200,77.820267,49.678577,5448091
2006-08-30,77.686424,78.087952,77.284897,77.648186,49.568707,4904485
2006-08-31,77.724663,77.915871,77.227531,77.409180,49.416130,3960365
2006-09-01,77.562141,77.982796,77.256210,77.829826,49.684662,3445524
2006-09-05,77.619499,77.954109,77.055450,77.294456,49.342907,4151051
2006-09-06,76.759079,77.141495,76.644356,76.749519,48.994999,3899070
2006-09-07,76.386230,76.845123,75.822182,75.908218,48.457966,4093312
2006-09-08,76.099426,77.304016,75.860420,77.112808,49.226929,4705536
2006-09-11,77.055450,77.629066,76.720840,77.370934,49.391712,4512758
2006-09-12,77.571701,78.871895,77.495216,78.661568,50.215603,5985421
2006-09-13,78.632889,79.063095,78.240921,78.594643,50.172886,5146529
2006-09-14,78.298279,79.349907,78.145317,78.843208,50.331585,4461504
2006-09-15,79.550667,79.913956,79.149139,79.292542,50.618431,8581175
2006-09-18,78.929253,79.550667,78.556404,78.623329,50.191223,4620810
2006-09-19,78.365204,78.479927,77.839386,78.269600,49.965416,5322676
2006-09-20,78.747612,80.105164,78.585083,79.751434,50.911381,7870732
2006-09-21,78.977058,79.588913,77.772469,78.021034,49.806705,9318814
2006-09-22,78.154877,78.508606,77.447418,77.638626,49.562595,4550309
2006-09-25,78.059273,78.661568,77.705544,78.393883,50.044743,5944418
2006-09-26,78.298279,79.024857,78.107079,78.871895,50.349895,4949463
2006-09-27,78.393883,79.034416,78.116638,78.479927,50.099663,6151003
2006-09-28,78.250481,78.728493,78.126198,78.384323,50.038635,4803546
2006-09-29,78.298279,79.149139,78.173996,78.336517,50.008121,4990152
2006-10-02,78.164436,78.843208,77.992355,78.269600,49.965416,4689532
2006-10-03,78.279160,78.642448,77.973228,78.059273,49.831135,5061071
2006-10-04,78.059273,79.588913,78.040154,79.445503,50.716072,6400788
2006-10-05,79.168259,79.550667,78.967499,79.273422,50.606216,5184604
2006-10-06,79.282982,80.095604,78.871895,79.483749,50.740486,5586581
2006-10-09,79.483749,80.382408,79.349907,80.305923,51.265354,4696749
2006-10-10,80.028679,80.908218,79.885277,80.487572,51.381313,4929693
2006-10-11,80.449333,80.965584,80.105164,80.487572,51.381313,5450288
2006-10-12,80.497131,81.166351,80.401527,80.975143,51.692558,4876138
2006-10-13,80.736137,82.418739,80.726578,82.294456,52.534771,8146876
2006-10-16,82.294456,83.747612,81.978966,82.896751,52.919285,9030223
2006-10-17,82.533463,84.072655,82.428299,83.126198,53.065723,13907093
2006-10-18,86.529640,87.992355,85.783936,85.869980,54.817303,29157459
2006-10-19,85.850861,86.978966,85.382408,85.908218,54.841705,11162284
2006-10-20,86.080307,86.711281,85.611855,86.500954,55.220097,7730881
2006-10-23,86.089867,87.954109,86.051628,87.533463,55.879215,9269966
2006-10-24,86.912048,87.906311,86.806885,87.466537,55.836517,9646526
2006-10-25,87.198853,87.944550,86.940727,87.791588,56.044025,6403717
2006-10-26,87.791588,87.887192,87.237091,87.514343,55.867001,5219854
2006-10-27,86.912048,87.848946,86.596558,86.768639,55.390972,6108954
2006-10-30,85.850861,87.954109,85.850861,87.476097,55.842625,5851324
2006-10-31,87.476097,88.604210,87.476097,88.269600,56.349152,9693596
2006-11-01,88.432121,88.604210,87.476097,87.762909,56.025700,6114602
2006-11-02,87.762909,87.906311,87.237091,87.648186,55.952492,5120275
2006-11-03,87.724663,88.279160,87.170174,87.390060,55.787678,4713694
2006-11-06,87.476097,88.661568,87.476097,88.527725,56.513958,6527668
2006-11-07,88.355644,89.292542,88.346077,88.671127,56.605495,7641239
2006-11-08,88.193115,88.833649,87.963669,88.518166,56.691208,6299221
2006-11-09,88.518166,89.091782,88.307838,88.355644,56.587116,4726769
2006-11-10,88.240921,88.288719,87.600380,87.724663,56.183022,5616602
2006-11-13,87.523903,88.365204,87.390060,88.021034,56.372818,4558782
2006-11-14,87.954109,89.187378,87.619499,89.187378,57.119801,6143158
2006-11-15,88.986618,89.177818,88.470360,89.015297,57.009571,4364749
2006-11-16,88.977058,89.483749,88.527725,89.359467,57.229996,4363389
2006-11-17,89.311661,89.913956,89.206497,89.684509,57.438183,5492546
2006-11-20,89.483749,89.674950,88.919693,89.149139,57.095287,5241088
2006-11-21,88.919693,89.321220,88.766731,88.986618,56.991222,3208919
2006-11-22,88.814529,89.617592,88.718925,89.407265,57.260628,3505878
2006-11-24,88.957932,89.627151,88.891014,89.244743,57.156544,2227771
2006-11-27,88.632889,89.139580,87.112808,87.428299,55.993210,6573064
2006-11-28,86.663483,87.543022,86.453156,87.332695,55.931965,5190357
2006-11-29,87.332695,87.629066,87.007645,87.495216,56.036045,4835658
2006-11-30,87.332695,88.413002,87.237091,87.877632,56.280956,6768352
2006-12-01,87.858505,87.868073,86.567879,87.237091,55.870731,5695888
2006-12-04,88.432121,89.818359,88.193115,89.397705,57.254501,7853263
2006-12-05,89.397705,90.478012,89.330788,90.325050,57.848415,7202965
2006-12-06,90.325050,90.697899,89.875717,89.980881,57.627995,6220876
2006-12-07,89.866158,90.277245,89.435944,90.086044,57.695339,4509097
2006-12-08,89.531548,90.239006,89.359467,89.732315,57.468803,4330440
2006-12-11,89.598473,90.200768,89.445503,89.521988,57.334106,3618323
2006-12-12,89.483749,90.678780,89.196938,89.980881,57.627995,8141855
2006-12-13,90.611855,91.137665,90.344170,90.602295,58.025978,6737600
2006-12-14,90.793503,91.510513,90.382408,91.166351,58.387222,4857729
2006-12-15,91.405357,91.586998,90.869980,91.108986,58.350475,8458479
2006-12-18,90.774376,91.931168,90.630974,91.242828,58.436211,8352205
2006-12-19,90.917786,92.151054,90.736137,91.778206,58.779106,5160127
2006-12-20,91.873802,92.256210,91.491394,91.778206,58.779106,3822712
2006-12-21,91.567879,92.256210,91.328873,91.692162,58.723965,4608258
2006-12-22,91.539200,91.759079,91.051628,91.061188,58.319870,3170949
2006-12-26,90.822182,91.596558,90.745697,91.453156,58.570919,2383520
2006-12-27,92.065010,92.954109,92.036331,92.925430,59.513817,4781894
2006-12-28,92.839386,93.116638,92.609940,92.705544,59.373013,4708778
2006-12-29,92.734222,93.575523,92.571701,92.877632,59.483215,4660871
2007-01-03,92.906311,94.072655,92.026772,92.992355,59.556667,9619853
2007-01-04,92.973228,94.445503,92.619499,93.986618,60.193462,11008627
2007-01-05,93.307838,93.642448,92.648186,93.135757,59.648506,7553480
2007-01-08,94.168259,95.124283,94.024857,94.550667,60.554699,10815640
2007-01-09,94.722755,95.917786,94.713196,95.669212,61.271065,11619177
2007-01-10,94.168259,94.694077,93.623329,94.541107,60.548561,9147061
2007-01-11,94.646271,95.506691,94.168259,94.311661,60.401634,8368732
2007-01-12,94.636711,95.305923,94.168259,94.971321,60.824116,6941779
2007-01-16,95.028679,96.405357,94.933075,96.386230,61.730282,10043901
2007-01-17,96.261948,96.462715,95.506691,95.621414,61.240437,8577932
2007-01-18,95.411087,95.554497,94.560226,95.076485,60.891453,15309361
2007-01-19,90.822182,92.590820,90.391968,91.940727,58.883183,27233447
2007-01-22,92.179733,92.954109,91.892921,92.839386,59.458721,14162108
2007-01-23,92.648186,93.097511,91.969406,92.810707,59.440342,10812920
2007-01-24,92.810707,93.288719,92.332695,93.116638,59.636257,5962200
2007-01-25,92.944550,93.613770,92.944550,93.221794,59.703644,6486560
2007-01-26,93.231361,93.527725,92.581261,93.164436,59.666859,6036571
2007-01-29,93.403442,94.321220,93.164436,94.206497,60.334259,7630361
2007-01-30,94.235184,95.076485,94.168259,95.000000,60.842476,7508083
2007-01-31,94.455070,95.105164,94.024857,94.789673,60.707741,6728500
2007-02-01,94.617592,94.818359,93.652008,94.646271,60.615952,6914792
2007-02-02,94.741875,95.344170,94.531548,94.808792,60.720013,6962490
2007-02-05,94.808792,96.022942,94.550667,95.965584,61.460854,8561301
2007-02-06,95.602295,95.984703,95.162521,95.458893,61.136345,6833309
2007-02-07,95.411087,95.946465,94.760994,95.162521,61.130215,8052317
2007-02-08,94.550667,95.353729,94.311661,95.239006,61.179363,6435201
2007-02-09,95.143402,95.315491,93.508606,94.216064,60.522274,6381018
2007-02-12,94.455070,94.837479,93.900574,94.244743,60.540665,5576226
2007-02-13,94.263863,94.397705,93.499046,93.967499,60.362587,5965129
2007-02-14,94.168259,95.057358,93.929253,94.837479,60.921425,5904461
2007-02-15,94.703636,95.143402,94.149139,94.569794,60.749477,5824756
2007-02-16,94.760994,94.885277,94.292542,94.636711,60.792458,5021532
2007-02-20,94.321220,95.086044,94.216064,94.980881,61.013554,4313913
2007-02-21,94.550667,95.000000,94.359467,94.732315,60.853874,4500310
2007-02-22,94.455070,95.124283,93.470360,94.168259,60.491520,6171505
2007-02-23,94.072655,94.110901,93.126198,93.432121,60.018658,6648167
2007-02-26,93.556404,93.556404,92.217972,92.648186,59.515068,6194517
2007-02-27,91.778206,91.787766,88.795410,89.827919,57.703430,12548548
2007-02-28,89.588913,89.952202,88.403442,88.852776,57.076988,12752414
2007-03-01,86.281075,88.957932,84.866158,88.212234,56.665546,13457522
2007-03-02,87.954109,88.307838,86.845123,86.902489,55.824162,9886060
2007-03-05,86.281075,88.097511,86.137665,87.772469,56.383018,10789385
2007-03-06,88.336517,89.760994,88.202675,89.674950,57.605145,9606673
2007-03-07,89.837479,90.678780,89.502869,89.808792,57.691113,10741479
2007-03-08,90.344170,90.650093,88.451241,88.910133,57.113827,7744479
2007-03-09,89.369026,89.866158,88.738052,89.177818,57.285786,6624318
2007-03-12,89.187378,90.028679,88.881454,89.971321,57.795509,5785740
2007-03-13,89.732315,90.315491,88.546844,88.632889,56.935730,7885899
2007-03-14,88.575523,89.894836,88.049713,89.636711,57.580566,9114739
2007-03-15,89.292542,89.837479,89.005737,89.340347,57.390213,6181860
2007-03-16,90.296364,90.296364,88.929253,89.149139,57.267353,9130220
2007-03-19,89.818359,90.172081,89.282982,89.856598,57.721832,4778233
2007-03-20,89.866158,90.372849,89.435944,90.344170,58.035042,4769760
2007-03-21,90.344170,91.596558,89.703636,91.166351,58.563179,8018218
2007-03-22,90.917786,91.242828,90.487572,91.003822,58.458778,5962618
2007-03-23,90.650093,91.032501,90.487572,90.850861,58.360512,4615475
2007-03-26,90.822182,91.061188,90.172081,90.822182,58.342094,7038952
2007-03-27,90.544930,90.850861,90.057358,90.564056,58.176266,4911807
2007-03-28,89.770554,90.841301,89.674950,90.114723,57.887623,8501888
2007-03-29,90.497131,90.927345,89.827919,90.411087,58.078026,7166669
2007-03-30,90.095604,90.583176,89.455070,90.114723,57.887623,7989453
2007-04-02,90.353729,91.300194,89.923515,91.022942,58.471062,6154350
2007-04-03,91.252388,91.998085,91.137665,91.873802,59.017632,5994417
2007-04-04,91.586998,92.208412,91.367111,91.978966,59.085209,4472905
2007-04-05,91.759079,92.495216,91.539200,92.275337,59.275570,3459227
2007-04-09,92.189293,92.676865,91.892921,92.370934,59.336979,5073728
2007-04-10,92.160614,92.543022,91.931168,92.217972,59.238712,3761834
2007-04-11,92.265778,92.447418,90.774376,90.975143,58.440357,6209997
2007-04-12,90.850861,91.606117,90.372849,91.462715,58.753563,7411224
2007-04-13,91.539200,91.539200,90.430206,90.755257,58.299088,6305079
2007-04-16,90.812622,92.065010,90.554497,91.950287,59.066769,7180895
2007-04-17,92.065010,93.365204,91.797325,92.848946,59.644051,10736144
2007-04-18,90.630974,91.692162,90.248566,90.630974,58.219273,16601798
2007-04-19,90.344170,90.697899,89.866158,90.143402,57.906067,9880098
2007-04-20,90.841301,90.965584,89.780113,90.420647,58.084152,9769954
2007-04-23,90.975143,91.520073,90.869980,91.022942,58.471062,7580780
2007-04-24,92.954109,95.506691,92.954109,94.158699,60.485424,22437432
2007-04-25,94.397705,97.227531,94.388145,96.998085,62.309368,15509356
2007-04-26,96.558319,97.036331,95.803062,96.462715,61.965450,9004491
2007-04-27,95.889099,96.720840,95.659653,96.720840,62.131256,6423904
2007-04-30,96.663483,98.470360,96.529640,97.715103,62.769943,10512718
2007-05-01,97.571701,98.632889,97.562141,98.632889,63.359520,9068925
2007-05-02,98.279160,98.604210,97.638626,97.724663,62.776070,7134034
2007-05-03,97.275337,98.470360,96.892921,98.279160,63.132320,7638101
2007-05-04,98.231361,98.499046,97.753349,98.432121,63.230541,5716181
2007-05-07,98.240921,98.632889,97.896751,98.623329,63.353374,5878625
2007-05-08,97.915871,98.843208,97.715103,98.747612,63.680138,6239390
2007-05-09,99.359467,100.143402,99.139580,99.789673,64.352119,8794873
2007-05-10,99.254303,100.487572,99.149139,100.076485,64.537086,9371951
2007-05-11,100.086044,101.328873,100.066925,101.319313,65.338554,6303301
2007-05-14,101.156792,101.577438,100.181641,100.927345,65.085777,5996300
2007-05-15,100.764816,101.147224,100.095604,100.219887,64.629570,6384993
2007-05-16,100.478012,101.233269,99.933075,101.214149,65.270721,5871721
2007-05-17,100.965584,101.558319,100.124283,100.678780,64.925499,8060894
2007-05-18,101.185471,103.298279,100.956024,103.240921,66.577759,10310945
2007-05-21,102.934990,103.250481,102.170174,102.332695,65.992058,7857761
2007-05-22,102.246651,102.533463,101.347992,102.007645,65.782455,5557712
2007-05-23,102.103249,102.294456,100.621414,100.936905,65.091949,4599157
2007-05-24,100.812622,101.319313,99.015297,99.378586,64.087006,7244910
